RowNumber,CustomerId,First Name,Second Name,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,HasCrCard
1530,15697283,Lutfi ,Daniel,578,Selangor,Male,23,8,0,2,0,112124.98,1
1531,15640953,Hawa,Hiza,611,Selangor,Female,26,2,107508.93,2,1,120801.65,1
1532,15715031,Jolie,Zara,600,Kelantan,Female,28,6,0,2,1,52193.23,0
1533,15589660,Mila,Salma,661,Pahang,Female,32,1,145980.23,1,1,56636.28,0
1534,15769818,Zara,Ella,850,Johor,Female,37,3,212778.2,1,1,69372.88,0
1535,15782736,Salma,Zara,573,Pahang,Female,47,4,152522.47,1,1,164038.07,0
1536,15614818,Bella,Hiza,764,Johor,Female,33,9,168964.77,1,1,118982.51,0
1537,15794014,Asha ,Samima,838,Pahang,Female,34,8,0,2,0,27472.07,1
1538,15732448,Hawa,Zara,821,Kelantan,Female,28,8,0,1,1,36754.13,1
1539,15723411,Fiza,Bella,607,Selangor,Female,36,4,98266.3,1,1,46416.36,1
1540,15797686,Rafi,Abu,558,Pahang,Male,38,8,113000.92,1,1,152872.39,1
1541,15605950,Daud ,Sadiq ,530,Selangor,Male,23,1,137060.88,2,1,165227.23,1
1542,15812497,Syamsul,Ghani ,654,Pahang,Male,37,5,112146.12,1,0,75927.35,1
1543,15690678,Samima,Latifa,530,Kelantan,Female,33,4,129307.32,1,1,172930.28,1
1544,15747677,Fauzi ,Imran ,656,Selangor,Male,69,6,163975.09,1,1,36108.5,1
1545,15618926,Tariq ,Sadiq ,520,Selangor,Male,43,7,0,2,1,36202.74,1
1546,15673908,Salma,Nisha,602,Selangor,Female,42,6,158414.85,1,1,131886.46,1
1547,15727944,Latifa,Latifa,701,Johor,Female,48,1,92072.68,1,1,133992.36,1
1548,15807294,Latifa,Nisha,653,Selangor,Female,30,2,88243.29,2,1,96658.26,1
1549,15618581,Sadiq ,Fauzi ,668,Selangor,Male,25,8,0,2,1,135112.09,1
1550,15584364,Umar ,Amri,652,Johor,Male,48,4,59486.31,1,0,163944.18,1
1551,15599552,Rose,Hawa,639,Johor,Female,54,2,0,2,1,53843.71,1
1552,15749177,Rose,Lela,730,Kelantan,Female,52,7,0,2,1,122398.84,0
1553,15718779,Syamsul,Amin,780,Pahang,Male,34,1,0,1,1,64804.04,1
1554,15568106,Ella,Latifa,592,Selangor,Female,38,8,119278.01,2,1,19370.73,0
1555,15779481,Umar ,Imran ,628,Johor,Male,34,4,158741.43,2,1,126192.54,1
1556,15709994,Dwi,Samima,658,Selangor,Female,40,7,140596.95,1,1,135459.02,0
1557,15772777,Latifa,Rose,850,Pahang,Female,29,10,0,2,1,94815.04,1
1558,15706815,Imran ,Daud ,515,Pahang,Male,37,2,90432.92,1,1,188366.04,1
1559,15618018,Tia,Salma,571,Kelantan,Female,35,1,104783.81,2,1,178512.52,0
1560,15671032,Sadiq ,Amri,760,Pahang,Male,42,0,77992.97,2,1,97906.38,1
1561,15634281,Zainab,Elsa,720,Johor,Female,43,10,110822.9,1,0,72861.94,0
1562,15766374,Hasan ,Sadiq ,632,Johor,Male,42,4,119624.6,2,1,195978.86,1
1563,15600991,Amin,Imran ,694,Pahang,Male,31,6,109052.59,2,1,19448.93,1
1564,15777576,Hiza,Elsa,559,Pahang,Female,40,5,139129.44,1,1,32635.54,0
1565,15742613,Latifa,Asha ,773,Pahang,Female,42,8,152324.66,2,0,171733.22,1
1566,15649523,Khairul,Hasan ,581,Kelantan,Male,38,1,0,2,0,46176.22,1
1567,15651063,Nisha,Dania,524,Kelantan,Female,37,9,127480.58,2,0,179634.69,1
1568,15683124,Jamil ,Amri,713,Kelantan,Male,53,6,115029.4,1,0,191521.32,0
1569,15618314,Tariq ,Khairul,676,Johor,Male,40,8,114005.78,1,1,67998.45,1
1570,15670823,Samima,Hawa,651,Johor,Female,42,1,116646.76,1,0,44731.8,1
1571,15607133,Jolie,Elsa,717,Pahang,Female,49,1,110864.38,2,1,124532.9,1
1572,15615012,Umar ,Sadiq ,594,Pahang,Male,23,5,156267.59,1,0,160968.44,1
1573,15725141,Nisha,Lela,716,Pahang,Female,44,3,109528.28,1,0,27341.63,1
1574,15623560,Hiza,Samima,668,Johor,Female,35,6,102482.76,1,1,53994.64,1
1575,15693018,Hasan ,Fauzi ,678,Selangor,Male,23,10,115563.71,1,1,91633.53,1
1576,15636756,Ramli ,Daud ,545,Kelantan,Male,23,2,0,2,0,189613.12,1
1577,15647474,Zainab,Tia,613,Johor,Female,40,9,95624.36,2,1,60706.33,1
1578,15576714,Hiza,Zara,687,Kelantan,Female,21,8,0,2,1,154767.34,1
1579,15585047,Amri,Ghani ,715,Pahang,Male,28,7,160376.61,1,0,196853.11,0
1580,15743976,Umar ,Rafi,618,Selangor,Male,41,8,37702.79,1,1,195775.48,1
1581,15793881,Hiza,Tia,721,Selangor,Female,35,6,118273.83,1,1,3086.89,0
1582,15576517,Samima,Hiza,445,Kelantan,Female,34,7,131082.17,2,1,70618,1
1583,15631072,Umar ,Imran ,690,Pahang,Male,38,1,94456,2,1,55034.02,0
1584,15730394,Lela,Lela,709,Johor,Female,43,8,0,2,0,168035.62,0
1585,15631460,Zainab,Nisha,671,Pahang,Female,42,3,0,2,1,128449.33,1
1586,15692002,Abu,Tariq ,538,Pahang,Male,33,6,93791.38,1,1,199249.29,1
1587,15595282,Mila,Asha ,735,Pahang,Female,33,4,0,2,0,149474.69,1
1588,15789548,Rose,Mila,592,Selangor,Female,37,7,0,2,1,126726.33,1
1589,15758035,Sadiq ,Lutfi ,747,Kelantan,Male,61,7,155973.13,1,1,147554.26,0
1590,15617518,Daniel,Hasan ,675,Johor,Male,36,7,89409.95,1,1,149399.7,1
1591,15651802,Samima,Elsa,632,Selangor,Female,39,5,97854.37,2,0,93536.38,1
1592,15631813,Ramli ,Rafi,621,Johor,Male,39,6,0,2,1,58883.91,1
1593,15729668,Umar ,Amin,521,Kelantan,Male,29,3,60280.62,1,0,154271.41,1
1594,15741728,Daud ,Syamsul,591,Pahang,Male,36,7,135216.8,1,1,122022.89,1
1595,15576676,Tia,Latifa,706,Johor,Female,28,6,124923.35,2,1,50299.14,1
1596,15711378,Ramli ,Ramli ,677,Johor,Male,38,4,0,2,0,187800.63,1
1597,15765520,Imran ,Umar ,769,Kelantan,Male,27,7,188614.07,1,0,171344.09,1
1598,15656726,Ghani ,Sadiq ,771,Selangor,Male,32,5,62321.62,1,1,40920.59,1
1599,15647842,Dwi,Lela,601,Pahang,Female,48,8,120782.7,1,0,63940.68,1
1600,15719309,Rose,Jolie,670,Johor,Female,42,1,115961.58,2,1,29483.87,0
1601,15748718,Tariq ,Lutfi ,517,Johor,Male,28,2,115062.61,1,0,179056.23,1
1602,15594404,Elsa,Bella,834,Selangor,Female,49,8,160602.25,2,0,129273.94,1
1603,15751158,Ella,Elsa,571,Pahang,Female,42,4,108825.34,3,0,55558.51,1
1604,15593470,Fiza,Fiza,576,Selangor,Female,36,8,166287.85,1,1,23305.85,1
1605,15695129,Jolie,Rose,718,Pahang,Female,31,1,152663.77,1,1,17128.64,0
1606,15640865,Bella,Tia,636,Kelantan,Female,31,9,80844.69,2,1,74641.9,1
1607,15714080,Ella,Salma,566,Kelantan,Female,40,2,97001.36,2,0,154486.01,1
1608,15648721,Hasan ,Rafi,711,Johor,Male,64,4,0,2,1,3185.67,1
1609,15801466,Hiza,Zara,574,Johor,Female,39,2,122524.61,2,0,88463.63,1
1610,15750248,Lela,Zainab,619,Pahang,Female,35,8,132292.63,1,0,65682.93,1
1611,15758726,Nisha,Salma,588,Johor,Female,24,0,0,2,1,140586.08,1
1612,15781553,Hawa,Mila,760,Pahang,Female,49,9,91502.99,1,0,117232.9,1
1613,15649121,Umar ,Ramzi ,665,Selangor,Male,52,3,0,1,0,116137.01,1
1614,15674811,Rafi,Hasan ,739,Johor,Male,29,3,59385.98,2,1,105533.96,1
1615,15646037,Zaid,Khairul,641,Kelantan,Male,77,9,0,3,1,81514.06,1
1616,15722578,Samima,Elsa,685,Johor,Female,21,6,97956.5,1,1,164966.27,1
1617,15665695,Nisha,Tia,594,Selangor,Female,49,4,0,2,1,23631.55,1
1618,15801062,Bella,Zainab,557,Pahang,Female,40,4,0,2,1,105433.53,0
1619,15662955,Daud ,Hasan ,697,Kelantan,Male,27,8,141223.68,2,0,90591.15,1
1620,15770309,Ramli ,Syamsul,656,Kelantan,Male,18,10,151762.74,1,1,127014.32,0
1621,15657386,Rafi,Daniel,712,Kelantan,Male,43,1,141749.74,2,1,90905.26,0
1622,15777797,Lutfi ,Ramzi ,689,Johor,Male,38,5,75075.14,1,1,8651.92,1
1623,15783955,Hawa,Hawa,697,Pahang,Female,25,4,165686.11,2,0,15467.98,1
1624,15804516,Jamil ,Umar ,589,Pahang,Male,38,2,0,1,0,79915.28,1
1625,15681758,Salma,Zainab,525,Pahang,Female,25,10,0,2,0,69361.95,1
1626,15630321,Amri,Umar ,680,Johor,Male,44,3,0,2,0,86935.08,1
1627,15588248,Dwi,Mila,617,Selangor,Female,28,0,0,2,1,7597.83,1
1628,15591932,Zaid,Abu,680,Selangor,Male,32,5,92961.61,1,0,116957.6,1
1629,15810347,Elsa,Zara,662,Kelantan,Female,30,9,0,2,1,157884.83,0
1630,15595303,Fauzi ,Rafi,736,Selangor,Male,46,5,130812.91,1,1,77981.54,1
1631,15634950,Khairul,Hasan ,657,Johor,Male,57,8,107174.58,1,1,126369.55,1
1632,15685372,Lutfi ,Ramzi ,350,Johor,Male,54,1,152677.48,1,1,191973.49,1
1633,15745827,Daniel,Fauzi ,617,Selangor,Male,30,3,132005.77,1,0,142940.39,1
1634,15755868,Sadiq ,Zaid,562,Kelantan,Male,35,7,0,1,0,48869.67,0
1635,15735222,Ella,Fiza,705,Johor,Female,23,5,0,2,1,73131.73,1
1636,15604804,Salma,Dwi,516,Kelantan,Female,33,7,127305.5,1,1,120037.36,1
1637,15718944,Dania,Dania,573,Kelantan,Female,37,6,0,2,0,193995.37,1
1638,15678626,Bella,Rose,538,Pahang,Female,31,0,0,2,0,179453.66,0
1639,15571550,Zaid,Daud ,699,Kelantan,Male,39,9,0,1,0,80963.92,1
1640,15723053,Khairul,Ghani ,504,Pahang,Male,32,8,170291.22,2,1,15658.99,0
1641,15661528,Amin,Lutfi ,583,Selangor,Male,47,5,102562.23,1,0,92708.1,1
1642,15754177,Hasan ,Fauzi ,712,Johor,Male,53,2,111061.01,2,0,26542.17,0
1643,15683544,Lutfi ,Daud ,626,Selangor,Male,62,3,0,1,1,65010.74,1
1644,15708048,Zara,Jolie,631,Johor,Female,34,4,124379.14,1,0,106892.91,1
1645,15701109,Hiza,Rose,663,Pahang,Female,37,7,0,1,1,185210.63,1
1646,15600110,Lela,Zainab,506,Kelantan,Female,41,3,57745.76,1,0,4035.46,1
1647,15651533,Jolie,Tia,570,Pahang,Female,50,5,129293.74,1,0,177805.44,1
1648,15777904,Hiza,Elsa,703,Pahang,Female,45,7,0,2,1,68831.72,1
1649,15655574,Zara,Dania,698,Kelantan,Female,40,8,150777.1,1,0,114732.62,1
1650,15569423,Daud ,Tariq ,731,Kelantan,Male,41,4,0,2,0,22299.27,1
1651,15718106,Fauzi ,Zaid,625,Selangor,Male,34,6,0,2,0,197283.2,0
1652,15585067,Amin,Fauzi ,634,Pahang,Male,31,9,108632.48,1,1,179485.96,1
1653,15675501,Amin,Abu,616,Pahang,Male,59,5,153861.1,1,1,17699.48,1
1654,15633233,Syamsul,Amri,500,Selangor,Male,56,1,100374.58,1,0,118490.8,1
1655,15667134,Ramli ,Daniel,446,Selangor,Male,32,8,0,2,0,133292.94,0
1656,15659105,Ella,Dwi,669,Pahang,Female,47,9,61196.54,1,0,58170.24,1
1657,15575409,Abu,Sadiq ,581,Pahang,Male,31,6,116891.72,1,0,107137.3,1
1658,15752342,Tia,Ella,704,Kelantan,Female,54,6,133656.91,3,0,145071.33,1
1659,15654851,Hasan ,Jamil ,748,Kelantan,Male,44,2,92911.52,1,1,85495.24,0
1660,15741429,Zainab,Ella,680,Johor,Female,31,9,119825.75,2,1,101139.3,1
1661,15682356,Elsa,Dwi,655,Selangor,Female,37,7,111852.84,2,0,10511.13,1
1662,15806447,Jamil ,Ramzi ,690,Selangor,Male,32,0,106683.52,2,1,137916.49,1
1663,15800229,Fauzi ,Imran ,695,Johor,Male,40,7,139022.24,1,1,193383.13,0
1664,15663441,Salma,Fiza,700,Kelantan,Female,40,4,148571.07,1,0,189826.96,1
1665,15791991,Zaid,Amin,773,Kelantan,Male,52,4,0,1,1,144113.42,0
1666,15775082,Lutfi ,Abu,749,Pahang,Male,42,1,129776.72,2,1,143538.51,0
1667,15579706,Hiza,Mila,611,Kelantan,Female,46,5,0,1,0,77677.14,1
1668,15718247,Tia,Mila,606,Selangor,Female,46,8,0,2,1,183717.94,1
1669,15755722,Ramli ,Hasan ,554,Pahang,Male,24,10,0,1,0,92180.62,0
1670,15582259,Mila,Nisha,567,Selangor,Female,37,7,0,2,1,28690.9,1
1671,15716994,Syamsul,Tariq ,559,Johor,Male,24,3,114739.92,1,0,85891.02,1
1672,15586880,Umar ,Daniel,594,Kelantan,Male,41,2,122545.65,2,1,42050.24,1
1673,15713854,Jolie,Nisha,513,Selangor,Female,37,6,0,2,0,110142.34,1
1674,15780835,Nisha,Lela,652,Johor,Female,26,1,131908.35,1,1,179269.79,1
1675,15675896,Hawa,Salma,680,Selangor,Female,42,7,105722.69,1,1,90558.24,1
1676,15658459,Ghani ,Amin,784,Selangor,Male,33,10,0,2,0,162022.47,1
1677,15658057,Jolie,Zara,812,Johor,Female,44,8,0,3,0,66926.83,1
1678,15801767,Dania,Rose,784,Kelantan,Female,40,8,0,2,0,108891.3,1
1679,15569178,Nisha,Nisha,570,Selangor,Female,18,4,82767.42,1,0,71811.9,1
1680,15731478,Zara,Jolie,712,Pahang,Female,42,1,87842.98,1,0,92223.59,0
1681,15811236,Rafi,Sadiq ,705,Pahang,Male,39,6,133261.13,1,1,78065.9,1
1682,15746749,Dania,Dwi,681,Johor,Female,32,3,0,2,1,59679.9,1
1683,15662758,Umar ,Daniel,620,Kelantan,Male,41,0,97925.11,1,0,85000.32,1
1684,15709387,Lutfi ,Lutfi ,711,Kelantan,Male,52,5,0,1,1,159808.95,1
1685,15572093,Lela,Lela,613,Pahang,Female,24,7,140453.91,1,0,129001.3,1
1686,15713826,Zara,Bella,613,Selangor,Female,20,0,117356.19,1,0,113557.7,0
1687,15570205,Daud ,Sadiq ,682,Kelantan,Male,36,5,0,2,1,147758.51,1
1688,15589348,Lutfi ,Amin,850,Johor,Male,37,4,137204.77,1,1,28865.59,1
1689,15804610,Salma,Nisha,601,Johor,Female,41,1,0,2,1,160607.06,0
1690,15700854,Amin,Zaid,595,Kelantan,Male,35,8,0,1,0,100015.79,1
1691,15758836,Ghani ,Ramli ,675,Pahang,Male,36,3,54098.18,2,1,54478.52,0
1692,15772933,Ramli ,Tariq ,591,Johor,Male,31,8,0,1,1,141677.33,1
1693,15809006,Ghani ,Syamsul,602,Johor,Male,23,7,113758.48,2,0,84077.6,0
1694,15689612,Lela,Dania,554,Pahang,Female,34,8,0,1,1,106981.03,0
1695,15744614,Rafi,Daniel,541,Johor,Male,37,9,118636.92,1,1,73551.44,1
1696,15704250,Zaid,Tariq ,506,Selangor,Male,34,7,0,2,0,115842.1,0
1697,15700255,Sadiq ,Ramli ,814,Pahang,Male,44,8,95488.82,2,0,107013.59,0
1698,15669410,Ghani ,Abu,683,Pahang,Male,30,8,110829.52,2,0,24938.84,0
1699,15807595,Fauzi ,Syamsul,485,Pahang,Male,51,7,144244.59,2,0,51113.14,1
1700,15664523,Nisha,Samima,696,Kelantan,Female,31,8,122021.92,2,0,33828.64,1
1701,15642833,Dwi,Ella,608,Johor,Female,30,8,0,2,0,128875.86,1
1702,15605279,Ramzi ,Syamsul,792,Pahang,Male,50,9,0,4,1,194700.81,1
1703,15713644,Khairul,Ramli ,686,Johor,Male,22,5,0,2,0,158974.45,1
1704,15750466,Imran ,Ramzi ,790,Pahang,Male,42,1,85839.62,1,0,198182.73,1
1705,15739054,Nisha,Bella,654,Johor,Female,29,4,96974.97,1,1,141404.07,0
1706,15612771,Amri,Amin,452,Kelantan,Male,35,4,148172.44,1,1,4175.68,1
1707,15788483,Syamsul,Sadiq ,719,Kelantan,Male,38,0,0,1,0,126876.47,1
1708,15732832,Elsa,Hawa,707,Kelantan,Female,40,5,0,2,0,41052.82,1
1709,15772892,Hiza,Dwi,699,Johor,Female,49,2,0,1,0,105760.01,0
1710,15713843,Zaid,Khairul,850,Pahang,Male,30,2,0,2,1,27937.12,0
1711,15567993,Jamil ,Imran ,828,Pahang,Male,28,8,134766.85,1,0,79355.87,1
1712,15617603,Amri,Daud ,850,Johor,Male,30,5,123210.56,2,1,102180.27,1
1713,15744983,Amri,Daud ,712,Johor,Male,47,1,139887.01,1,1,95719.73,1
1714,15630419,Daud ,Imran ,634,Selangor,Male,44,9,149961.11,1,0,57121.51,1
1715,15738828,Ghani ,Imran ,730,Kelantan,Male,45,6,152880.97,1,0,162478.11,0
1716,15778025,Ramzi ,Hasan ,685,Selangor,Male,43,9,108589.47,2,1,194808.51,0
1717,15799479,Ghani ,Ramli ,809,Selangor,Male,33,9,0,1,1,124045.65,1
1718,15684269,Zara,Dwi,707,Selangor,Female,35,3,56674.48,1,0,17987.4,1
1719,15762745,Syamsul,Ramli ,648,Selangor,Male,32,8,0,1,0,133653.38,1
1720,15746970,Elsa,Ella,760,Selangor,Female,57,1,0,2,1,25101.17,1
1721,15725024,Jolie,Rose,805,Johor,Female,33,3,105663.56,2,1,33330.89,0
1722,15592116,Dwi,Jolie,585,Kelantan,Female,39,7,0,2,0,2401.26,1
1723,15624391,Zara,Salma,595,Selangor,Female,30,5,100683.54,1,1,178361.04,1
1724,15567422,Rafi,Hasan ,630,Kelantan,Male,42,6,0,2,0,162697.93,1
1725,15612627,Daniel,Fauzi ,627,Selangor,Male,29,5,139541.58,2,0,80607.33,1
1726,15574879,Nisha,Hiza,631,Selangor,Female,37,2,121801.72,2,1,23146.62,0
1727,15745107,Sadiq ,Sadiq ,776,Kelantan,Male,38,5,112281.7,1,1,89893.6,0
1728,15734491,Ella,Bella,676,Pahang,Female,36,4,0,2,1,3173.31,1
1729,15675320,Dania,Rose,758,Kelantan,Female,40,5,93499.82,2,0,123218.81,0
1730,15643824,Daniel,Umar ,637,Selangor,Male,33,0,132255.99,2,1,74588.41,0
1731,15643438,Abu,Amri,850,Pahang,Male,20,7,0,2,0,31288.77,1
1732,15721730,Asha ,Jolie,601,Pahang,Female,44,4,0,2,0,58561.31,1
1733,15680727,Umar ,Sadiq ,735,Kelantan,Male,49,5,121973.28,1,0,148804.36,1
1734,15752508,Ramzi ,Ramli ,614,Johor,Male,32,7,99462.8,2,1,51117.06,1
1735,15808846,Jolie,Nisha,672,Kelantan,Female,21,3,165878.76,2,1,164537.17,1
1736,15727251,Daniel,Umar ,642,Pahang,Male,30,8,117494.27,1,0,61977.82,0
1737,15663489,Elsa,Samima,633,Pahang,Female,29,0,138577.34,1,0,193362.99,1
1738,15683677,Jamil ,Ramli ,769,Selangor,Male,39,9,0,1,1,47722.79,1
1739,15596414,Zaid,Abu,796,Pahang,Male,41,8,107525.07,1,0,18510.41,1
1740,15730639,Hasan ,Zaid,715,Pahang,Male,23,7,139224.92,2,0,65057.71,1
1741,15672132,Tia,Hawa,695,Pahang,Female,42,7,121453.63,1,0,46374.64,0
1742,15742638,Elsa,Samima,747,Kelantan,Female,25,4,0,2,1,42039.67,0
1743,15578603,Bella,Hiza,584,Selangor,Female,54,1,77354.37,1,0,138192.98,0
1744,15726088,Sadiq ,Sadiq ,476,Johor,Male,40,6,0,1,1,22735.45,1
1745,15682533,Rose,Latifa,850,Kelantan,Female,39,7,79259.99,1,1,186910.74,0
1746,15772995,Imran ,Abu,529,Pahang,Male,30,2,116295.29,1,0,75285.47,1
1747,15765694,Fiza,Nisha,584,Selangor,Female,59,1,0,1,1,130260.11,0
1748,15659486,Fauzi ,Abu,586,Pahang,Male,34,9,74309.81,1,0,15034.93,1
1749,15568963,Abu,Umar ,674,Pahang,Male,34,2,152797.9,1,0,175709.4,1
1750,15703820,Amri,Daniel,552,Johor,Male,42,9,133701.07,2,0,101069.71,1
1751,15569410,Bella,Fiza,601,Johor,Female,33,7,114430.18,2,1,153012.13,1
1752,15632256,Zaid,Sadiq ,541,Pahang,Male,29,7,127504.57,1,0,86173.92,0
1753,15724466,Bella,Salma,744,Kelantan,Female,41,2,84113.41,1,0,197548.63,1
1754,15777639,Nisha,Samima,595,Johor,Female,23,10,101126.66,2,0,37042.8,0
1755,15802501,Ghani ,Daud ,724,Johor,Male,33,5,103564.83,2,0,121085.72,1
1756,15778410,Tia,Asha ,533,Selangor,Female,52,7,0,1,1,194113.99,0
1757,15670702,Daniel,Zaid,618,Selangor,Male,37,2,168178.21,2,1,101273.23,0
1758,15704763,Zainab,Bella,523,Pahang,Female,39,1,143903.11,1,1,118711.75,1
1759,15645544,Samima,Tia,642,Pahang,Female,30,5,129753.69,1,0,582.53,1
1760,15757646,Abu,Lutfi ,584,Kelantan,Male,35,9,0,2,0,192381.21,1
1761,15701121,Rafi,Zaid,521,Selangor,Male,38,5,110641.18,1,1,136507.69,0
1762,15796313,Bella,Hawa,662,Pahang,Female,36,4,166909.2,2,0,138871.12,1
1763,15815660,Dwi,Bella,758,Pahang,Female,34,1,154139.45,1,1,60728.89,1
1764,15602844,Fauzi ,Ramli ,717,Pahang,Male,38,7,97459.06,1,0,189175.71,0
1765,15636238,Khairul,Hasan ,611,Pahang,Male,40,1,0,2,1,102547.56,1
1766,15770101,Sadiq ,Jamil ,766,Selangor,Male,43,6,112088.04,2,1,36706.56,1
1767,15645543,Bella,Hawa,636,Pahang,Female,34,3,0,2,1,44756.25,1
1768,15596397,Lela,Zara,814,Selangor,Female,48,7,0,2,1,132870.15,1
1769,15770525,Abu,Ghani ,760,Pahang,Male,28,1,141038.57,2,0,16287.38,0
1770,15684267,Zaid,Amri,607,Kelantan,Male,39,2,84468.67,2,1,121945.42,1
1771,15689980,Jolie,Zara,725,Johor,Female,36,4,118520.26,1,0,131173.9,0
1772,15633260,Amin,Imran ,600,Kelantan,Male,37,1,142663.46,1,1,88669.89,0
1773,15756471,Tariq ,Khairul,656,Pahang,Male,27,4,118627.16,2,1,160835.3,1
1774,15721303,Rafi,Ghani ,640,Pahang,Male,34,1,137523.02,1,0,24761.36,0
1775,15802256,Tariq ,Sadiq ,439,Johor,Male,28,7,110976.23,2,0,138526.96,1
1776,15725664,Mila,Lela,549,Selangor,Female,38,8,107283.4,1,0,157442.75,0
1777,15674851,Fauzi ,Rafi,622,Johor,Male,38,5,0,2,0,105295.77,0
1778,15701946,Zaid,Syamsul,715,Johor,Male,34,4,124314.45,1,0,97782.92,0
1779,15748947,Bella,Latifa,657,Pahang,Female,41,5,95858.37,1,1,68255.88,1
1780,15673342,Fauzi ,Rafi,703,Pahang,Male,36,2,0,2,0,108790.95,1
1781,15601008,Daniel,Sadiq ,802,Kelantan,Male,33,8,0,2,0,143706.18,1
1782,15771636,Dwi,Tia,793,Johor,Female,36,0,0,1,0,148993.47,0
1783,15642002,Salma,Samima,554,Kelantan,Female,35,6,117707.18,2,0,95277.15,0
1784,15693381,Lutfi ,Lutfi ,533,Johor,Male,38,1,135289.33,2,1,152956.33,0
1785,15607691,Hasan ,Ghani ,658,Johor,Male,36,8,174060.46,1,1,94925.62,1
1786,15589380,Tariq ,Ramli ,713,Selangor,Male,40,3,114446.84,2,1,87308.18,1
1787,15603846,Zaid,Ramzi ,711,Pahang,Male,37,2,0,2,0,83978.86,1
1788,15753549,Sadiq ,Fauzi ,669,Johor,Male,25,1,157848.53,1,0,37543.93,0
1789,15725355,Hiza,Asha ,439,Pahang,Female,43,8,0,1,1,104889.3,0
1790,15773017,Dania,Tia,763,Kelantan,Female,37,6,0,2,1,149705.25,1
1791,15625641,Zara,Bella,697,Kelantan,Female,74,3,108071.36,2,1,16445.79,1
1792,15776467,Ella,Dwi,702,Kelantan,Female,35,8,14262.8,2,0,54689.16,1
1793,15746451,Imran ,Hasan ,686,Pahang,Male,41,7,102749.72,1,1,194913.86,0
1794,15777922,Fauzi ,Hasan ,629,Pahang,Male,36,1,161757.87,2,1,146371.72,1
1795,15606841,Amin,Fauzi ,823,Kelantan,Male,38,1,0,2,0,156603.7,1
1796,15757648,Dwi,Rose,683,Johor,Female,35,5,95698.79,1,1,182566.76,0
1797,15677173,Daniel,Rafi,555,Johor,Male,37,9,124969.13,1,0,60194.05,1
1798,15764170,Fauzi ,Jamil ,647,Selangor,Male,44,4,93960.35,1,0,36579.53,1
1799,15610446,Latifa,Jolie,714,Kelantan,Female,51,4,88308.87,3,0,5862.53,0
1800,15612776,Bella,Bella,850,Kelantan,Female,39,10,0,2,1,143030.09,1
1801,15794122,Latifa,Elsa,713,Pahang,Female,59,3,0,2,1,62700.08,1
1802,15774931,Abu,Abu,452,Selangor,Male,30,7,112935.87,1,1,99017.34,1
1803,15779247,Samima,Jolie,683,Kelantan,Female,24,8,98567.1,1,0,187987.01,1
1804,15707078,Jolie,Fiza,577,Pahang,Female,26,1,180530.51,1,0,123454.62,0
1805,15605263,Umar ,Amri,552,Pahang,Male,33,5,140931.57,1,1,10921.5,0
1806,15607381,Mila,Asha ,769,Kelantan,Female,31,7,148913.72,2,0,53817.23,1
1807,15683471,Fauzi ,Tariq ,691,Kelantan,Male,38,7,0,2,0,81617.4,0
1808,15605037,Asha ,Dwi,818,Kelantan,Female,49,2,0,1,1,192298.84,0
1809,15576085,Syamsul,Sadiq ,739,Johor,Male,41,5,0,2,0,143882.25,0
1810,15770435,Asha ,Jolie,639,Selangor,Female,50,6,115335.32,2,1,53130.41,1
1811,15592994,Mila,Rose,651,Johor,Female,65,0,0,2,1,190454.04,1
1812,15624068,Zara,Asha ,779,Johor,Female,26,0,0,2,1,111906,0
1813,15595221,Hiza,Salma,850,Pahang,Female,33,7,134678.13,1,0,113177.95,1
1814,15637131,Khairul,Abu,829,Kelantan,Male,38,9,0,2,0,30529.88,1
1815,15613471,Lutfi ,Imran ,579,Pahang,Male,31,2,90547.48,2,1,18800.13,1
1816,15583499,Lutfi ,Ramli ,510,Johor,Male,32,9,103324.78,1,1,46127.7,1
1817,15752816,Amri,Lutfi ,531,Johor,Male,29,3,114590.58,1,0,75585.48,0
1818,15804075,Ella,Hiza,628,Johor,Female,36,3,91286.51,1,0,63085.94,1
1819,15800517,Syamsul,Zaid,633,Kelantan,Male,32,5,163340.12,2,1,74415.2,1
1820,15712319,Abu,Sadiq ,714,Kelantan,Male,45,8,150900.29,2,1,139889.15,0
1821,15797389,Ramzi ,Syamsul,604,Pahang,Male,23,9,124577.33,1,1,7267.25,1
1822,15621432,Lutfi ,Tariq ,630,Selangor,Male,35,1,0,2,0,186826.22,0
1823,15779390,Asha ,Dania,850,Selangor,Female,31,4,91292.7,1,1,162149.07,1
1824,15711219,Mila,Bella,788,Johor,Female,57,8,93716.72,1,1,180150.49,1
1825,15770498,Hawa,Nisha,798,Kelantan,Female,37,4,111723.08,1,1,83478.12,1
1826,15678727,Daniel,Sadiq ,770,Kelantan,Male,45,4,110765.68,1,0,26163.74,1
1827,15573893,Zaid,Sadiq ,569,Kelantan,Male,25,9,173459.45,2,1,44381.06,1
1828,15740104,Bella,Ella,425,Kelantan,Female,22,7,169649.73,2,1,136365,0
1829,15792649,Hawa,Zara,547,Kelantan,Female,31,9,0,2,0,99294.22,0
1830,15605275,Abu,Sadiq ,725,Selangor,Male,45,8,116917.07,1,0,173464.43,0
